,Sentence #,Word,POS,Tag
4398,,",",",",O
4399,,Sri,NNP,B-geo
4400,,Lanka,NNP,I-geo
4401,,and,CC,O
4402,,Thailand,NNP,B-geo
4403,,.,.,O
4404,Sentence: 200,The,DT,O
4405,,agency,NN,O
4406,,says,VBZ,O
4407,,it,PRP,O
4408,,has,VBZ,O
4409,,sent,VBN,O
4410,,experts,NNS,O
4411,,to,TO,O
4412,,help,VB,O
4413,,rebuild,VB,O
4414,,fishing,NN,O
4415,,industry,NN,O
4416,,infrastructure,NN,O
4417,,lost,VBN,O
4418,,in,IN,O
4419,,the,DT,O
4420,,disaster,NN,O
4421,,and,CC,O
4422,,is,VBZ,O
4423,,developing,VBG,O
4424,,strategies,NNS,O
4425,,for,IN,O
4426,,long-term,JJ,O
4427,,recovery,NN,O
4428,,in,IN,O
4429,,the,DT,O
4430,,region,NN,O
4431,,.,.,O
4432,Sentence: 201,Officials,NNS,O
4433,,in,IN,O
4434,,Indonesia,NNP,B-geo
4435,,say,VBP,O
4436,,another,DT,O
4437,,person,NN,O
4438,,has,VBZ,O
4439,,died,VBN,O
4440,,from,IN,O
4441,,bird,NN,O
4442,,flu,NN,O
4443,,",",",",O
4444,,bringing,VBG,O
4445,,the,DT,O
4446,,country,NN,O
4447,,'s,POS,O
4448,,death,NN,O
4449,,toll,NN,O
4450,,from,IN,O
4451,,the,DT,O
4452,,disease,NN,O
4453,,to,TO,O
4454,,96,CD,O
4455,,since,IN,O
4456,,the,DT,O
4457,,outbreak,NN,O
4458,,started,VBD,O
4459,,in,IN,O
4460,,2003,CD,B-tim
4461,,.,.,O
4462,Sentence: 202,The,DT,O
4463,,latest,JJS,O
4464,,victim,NN,O
4465,,was,VBD,O
4466,,a,DT,O
4467,,16-year-old,JJ,O
4468,,girl,NN,O
4469,,from,IN,O
4470,,the,DT,O
4471,,town,NN,O
4472,,of,IN,O
4473,,Bekasi,NNP,B-geo
4474,,",",",",O
4475,,on,IN,O
4476,,the,DT,O
4477,,eastern,JJ,O
4478,,outskirts,NNS,O
4479,,of,IN,O
4480,,Jakarta,NNP,B-geo
4481,,.,.,O
4482,Sentence: 203,Officials,NNS,O
4483,,say,VBP,O
4484,,she,PRP,O
4485,,died,VBD,O
4486,,Tuesday,NNP,B-tim
4487,,.,.,O
4488,Sentence: 204,Monday,NNP,B-tim
4489,,",",",",O
4490,,officials,NNS,O
4491,,reported,VBD,O
4492,,that,IN,O
4493,,a,DT,O
4494,,32-year-old,JJ,O
4495,,woman,NN,O
4496,,from,IN,O
4497,,an,DT,O
4498,,area,NN,O
4499,,just,RB,O
4500,,west,JJS,O
4501,,of,IN,O
4502,,Jakarta,NNP,B-geo
4503,,died,VBD,O
4504,,of,IN,O
4505,,bird,NN,O
4506,,flu,NN,O
4507,,last,JJ,O
4508,,week,NN,O
4509,,",",",",O
4510,,at,IN,O
4511,,her,PRP$,O
4512,,home,NN,O
4513,,in,IN,O
4514,,the,DT,O
4515,,city,NN,O
4516,,of,IN,O
4517,,Tangerang,NNP,B-geo
4518,,.,.,O
4519,Sentence: 205,A,DT,O
4520,,statement,NN,O
4521,,from,IN,O
4522,,the,DT,O
4523,,health,NN,O
4524,,ministry,NN,O
4525,,said,VBD,O
4526,,the,DT,O
4527,,woman,NN,O
4528,,'s,POS,O
4529,,family,NN,O
4530,,kept,VBD,O
4531,,chickens,NNS,O
4532,,in,IN,O
4533,,their,PRP$,O
4534,,backyard,NN,O
4535,,.,.,O
4536,Sentence: 206,Humans,NNS,O
4537,,are,VBP,O
4538,,usually,RB,O
4539,,infected,VBN,O
4540,,with,IN,O
4541,,bird,NN,O
4542,,flu,NN,O
4543,,by,IN,O
4544,,direct,JJ,O
4545,,contact,NN,O
4546,,with,IN,O
4547,,infected,JJ,O
4548,,poultry,NN,O
4549,,",",",",O
4550,,but,CC,O
4551,,experts,NNS,O
4552,,fear,VBP,O
4553,,the,DT,O
4554,,H5N1,NNP,B-nat
4555,,virus,NN,O
4556,,may,MD,O
4557,,mutate,VB,O
4558,,into,IN,O
4559,,a,DT,O
4560,,form,NN,O
4561,,easily,RB,O
4562,,transmitted,VBN,O
4563,,between,IN,O
4564,,people,NNS,O
4565,,.,.,O
4566,Sentence: 207,Scientists,NNS,O
4567,,fear,VBP,O
4568,,such,JJ,O
4569,,a,DT,O
4570,,mutation,NN,O
4571,,could,MD,O
4572,,spark,VB,O
4573,,a,DT,O
4574,,global,JJ,O
4575,,pandemic,NN,O
4576,,with,IN,O
4577,,a,DT,O
4578,,potential,JJ,O
4579,,death,NN,O
4580,,toll,NN,O
4581,,of,IN,O
4582,,millions,NNS,O
4583,,.,.,O
4584,Sentence: 208,Thailand,NNP,B-gpe
4585,,says,VBZ,O
4586,,it,PRP,O
4587,,has,VBZ,O
4588,,photo,NN,O
4589,,evidence,NN,O
4590,,to,TO,O
4591,,prove,VB,O
4592,,its,PRP$,O
4593,,claim,NN,O
4594,,that,IN,O
4595,,Islamic,NNP,B-org
4596,,militants,NNS,O
4597,,responsible,JJ,O
4598,,for,IN,O
4599,,violence,NN,O
4600,,in,IN,O
4601,,Thailand,NNP,B-geo
4602,,'s,POS,O
4603,,Muslim-majority,JJ,O
4604,,south,NN,O
4605,,are,VBP,O
4606,,training,VBG,O
4607,,in,IN,O
4608,,neighboring,VBG,O
4609,,Malaysia,NNP,B-geo
4610,,.,.,O
4611,Sentence: 209,Thai,JJ,B-gpe
4612,,Deputy,NNP,B-per
4613,,Interior,NNP,I-per
4614,,Minister,NNP,I-per
4615,,Sutham,NNP,I-per
4616,,Saengprathum,NNP,I-per
4617,,says,VBZ,O
4618,,the,DT,O
4619,,photos,NNS,O
4620,,show,VBP,O
4621,,the,DT,O
4622,,militants,NNS,O
4623,,training,VBG,O
4624,,in,IN,O
4625,,Malaysia,NNP,B-geo
4626,,'s,POS,O
4627,,northern,JJ,O
4628,,Kelantan,NNP,B-geo
4629,,state,NN,O
4630,,",",",",O
4631,,which,WDT,O
4632,,borders,VBZ,O
4633,,southern,JJ,O
4634,,Thailand,NNP,B-geo
4635,,.,.,O
4636,Sentence: 210,He,PRP,O
4637,,said,VBD,O
4638,,if,IN,O
4639,,Malaysia,NNP,B-gpe
4640,,wants,VBZ,O
4641,,to,TO,O
4642,,see,VB,O
4643,,the,DT,O
4644,,photos,NNS,O
4645,,",",",",O
4646,,Bangkok,NNP,B-gpe
4647,,will,MD,O
4648,,provide,VB,O
4649,,them,PRP,O
4650,,.,.,O
4651,Sentence: 211,Thai,JJ,B-gpe
4652,,Prime,NNP,B-per
4653,,Minister,NNP,I-per
4654,,Thaksin,NNP,I-per
4655,,Shinawatra,NNP,I-per
4656,,has,VBZ,O
4657,,said,VBN,O
4658,,he,PRP,O
4659,,believes,VBZ,O
4660,,some,DT,O
4661,,of,IN,O
4662,,the,DT,O
4663,,insurgents,NNS,O
4664,,have,VBP,O
4665,,been,VBN,O
4666,,trained,VBN,O
4667,,in,IN,O
4668,,Malaysia,NNP,B-geo
4669,,",",",",O
4670,,Indonesia,NNP,B-geo
4671,,and,CC,O
4672,,southern,JJ,O
4673,,Thailand,NNP,B-geo
4674,,.,.,O
4675,Sentence: 212,Malaysia,NNP,B-gpe
4676,,and,CC,O
4677,,Indonesia,NNP,B-gpe
4678,,have,VBP,O
4679,,demanded,VBN,O
4680,,proof,NN,O
4681,,of,IN,O
4682,,Bangkok,NNP,B-gpe
4683,,'s,POS,O
4684,,allegations,NNS,O
4685,,.,.,O
4686,Sentence: 213,More,JJR,O
4687,,than,IN,O
4688,,500,CD,O
4689,,people,NNS,O
4690,,have,VBP,O
4691,,been,VBN,O
4692,,killed,VBN,O
4693,,this,DT,O
4694,,year,NN,O
4695,,in,IN,O
4696,,an,DT,O
4697,,insurgency,NN,O
4698,,that,IN,O
4699,,some,DT,O
4700,,say,VBP,O
4701,,is,VBZ,O
4702,,supported,VBN,O
4703,,by,IN,O
4704,,extremist,NN,O
4705,,Muslims,NNS,B-org
4706,,in,IN,O
4707,,Indonesia,NNP,B-geo
4708,,and,CC,O
4709,,Malaysia,NNP,B-geo
4710,,.,.,O
4711,Sentence: 214,Anti-Japanese,JJ,O
4712,,protests,NNS,O
4713,,in,IN,O
4714,,the,DT,O
4715,,western,JJ,O
4716,,Chinese,JJ,B-gpe
4717,,city,NN,O
4718,,of,IN,O
4719,,Shanghai,NNP,B-geo
4720,,turned,VBD,O
4721,,violent,JJ,O
4722,,Saturday,NNP,B-tim
4723,,",",",",O
4724,,with,IN,O
4725,,protesters,NNS,O
4726,,pelting,VBG,O
4727,,the,DT,O
4728,,Japanese,JJ,B-gpe
4729,,consulate,NN,O
4730,,with,IN,O
4731,,rocks,NNS,O
4732,,",",",",O
4733,,bottles,NNS,O
4734,,and,CC,O
4735,,eggs,NNS,O
4736,,.,.,O
4737,Sentence: 215,Several,JJ,O
4738,,thousand,CD,O
4739,,people,NNS,O
4740,,took,VBD,O
4741,,to,TO,O
4742,,the,DT,O
4743,,streets,NNS,O
4744,,of,IN,O
4745,,Shanghai,NNP,B-geo
4746,,as,IN,O
4747,,part,NN,O
4748,,of,IN,O
4749,,a,DT,O
4750,,new,JJ,O
4751,,wave,NN,O
4752,,of,IN,O
4753,,anti-Japanese,JJ,O
4754,,protests,NNS,O
4755,,over,IN,O
4756,,Japan,NNP,B-gpe
4757,,'s,POS,O
4758,,bid,NN,O
4759,,for,IN,O
4760,,a,DT,O
4761,,permanent,JJ,O
4762,,seat,NN,O
4763,,on,IN,O
4764,,the,DT,O
4765,,U.N.,NNP,B-org
4766,,Security,NNP,I-org
4767,,Council,NNP,I-org
4768,,and,CC,O
4769,,Tokyo,NNP,B-gpe
4770,,'s,POS,O
4771,,alleged,JJ,O
4772,,downplaying,NN,O
4773,,of,IN,O
4774,,war,NN,O
4775,,atrocities,NNS,O
4776,,.,.,O
4777,Sentence: 216,In,IN,O
4778,,Beijing,NNP,B-geo
4779,,",",",",O
4780,,police,NNS,O
4781,,are,VBP,O
4782,,out,RB,O
4783,,in,IN,O
4784,,force,NN,O
4785,,waiting,VBG,O
4786,,for,IN,O
4787,,protests,NNS,O
4788,,to,TO,O
4789,,begin,VB,O
4790,,in,IN,O
4791,,the,DT,O
4792,,capital,NN,O
4793,,.,.,O
4794,Sentence: 217,State,NNP,B-per
4795,,Councilor,NNP,I-per
4796,,Tang,NNP,I-per
4797,,Jiaxuan,NNP,I-per
4798,,told,VBD,O
4799,,the,DT,O
4800,,official,JJ,O
4801,,Xinhua,NNP,B-org
4802,,news,NN,O
4803,,agency,NN,O
4804,,that,IN,O
4805,,China,NNP,B-gpe
4806,,'s,POS,O
4807,,government,NN,O
4808,,is,VBZ,O
4809,,urging,VBG,O
4810,,people,NNS,O
4811,,to,TO,O
4812,,protest,VB,O
4813,,in,IN,O
4814,,a,DT,O
4815,,calm,JJ,O
4816,,and,CC,O
4817,,orderly,JJ,O
4818,,manner,NN,O
4819,,.,.,O
4820,Sentence: 218,Japan,NNP,B-geo
4821,,'s,POS,O
4822,,Foreign,NNP,B-per
4823,,Minister,NNP,I-per
4824,,",",",",O
4825,,Nobutaka,NNP,B-per
4826,,Machimura,NNP,I-per
4827,,",",",",O
4828,,arrives,VBZ,O
4829,,Sunday,NNP,B-tim
4830,,in,IN,O
4831,,Beijing,NNP,B-geo
4832,,for,IN,O
4833,,talks,NNS,O
4834,,with,IN,O
4835,,his,PRP$,O
4836,,Chinese,JJ,B-gpe
4837,,counterpart,NN,O
4838,,",",",",O
4839,,Li,NNP,B-per
4840,,Zhaoxing,NNP,I-per
4841,,",",",",O
4842,,to,TO,O
4843,,discuss,VB,O
4844,,relations,NNS,O
4845,,between,IN,O
4846,,the,DT,O
4847,,two,CD,O
4848,,countries,NNS,O
4849,,.,.,O
4850,Sentence: 219,Organizers,NNS,O
4851,,of,IN,O
4852,,the,DT,O
4853,,2012,CD,B-eve
4854,,Summer,NNP,I-eve
4855,,Olympics,NNPS,I-eve
4856,,in,IN,O
4857,,London,NNP,B-geo
4858,,have,VBP,O
4859,,promised,VBN,O
4860,,the,DT,O
4861,,"""",``,O
4862,,greenest,JJS,O
4863,,games,NNS,O
4864,,"""",``,O
4865,,in,IN,O
4866,,history,NN,O
4867,,and,CC,O
4868,,sought,VBD,O
4869,,to,TO,O
4870,,soothe,VB,O
4871,,concerns,NNS,O
4872,,about,IN,O
4873,,the,DT,O
4874,,rising,VBG,O
4875,,cost,NN,O
4876,,of,IN,O
4877,,the,DT,O
4878,,event,NN,O
4879,,.,.,O
4880,Sentence: 220,With,IN,O
4881,,"2,012",CD,O
4882,,days,NNS,O
4883,,to,TO,O
4884,,go,VB,O
4885,,until,IN,O
4886,,the,DT,O
4887,,Games,NNPS,B-eve
4888,,get,VBP,O
4889,,under,IN,O
4890,,way,NN,O
4891,,",",",",O
4892,,organizers,NNS,O
4893,,said,VBD,O
4894,,the,DT,O
4895,,design,NN,O
4896,,would,MD,O
4897,,champion,JJ,O
4898,,low,JJ,O
4899,,waste,NN,O
4900,,",",",",O
4901,,low,JJ,O
4902,,carbon,NN,O
4903,,emissions,NNS,O
4904,,and,CC,O
4905,,environmentally,RB,O
4906,,friendly,JJ,O
4907,,transportation,NN,O
4908,,.,.,O
4909,Sentence: 221,The,DT,O
4910,,Olympic,NNP,B-org
4911,,Delivery,NNP,I-org
4912,,Authority,NNP,I-org
4913,,has,VBZ,O
4914,,promised,VBN,O
4915,,to,TO,O
4916,,cut,VB,O
4917,,emissions,NNS,O
4918,,50,CD,O
4919,,percent,NN,O
4920,,by,IN,O
4921,,generating,VBG,O
4922,,energy,NN,O
4923,,on,IN,O
4924,,site,NN,O
4925,,and,CC,O
4926,,using,VBG,O
4927,,renewable,JJ,O
4928,,energy,NN,O
4929,,.,.,O
4930,Sentence: 222,Prime,NNP,B-per
4931,,Minister,NNP,I-per
4932,,Tony,NNP,I-per
4933,,Blair,NNP,I-per
4934,,said,VBD,O
4935,,London,NNP,B-gpe
4936,,is,VBZ,O
4937,,farther,RB,O
4938,,ahead,RB,O
4939,,in,IN,O
4940,,preparations,NNS,O
4941,,at,IN,O
4942,,this,DT,O
4943,,stage,NN,O
4944,,than,IN,O
4945,,any,DT,O
4946,,other,JJ,O
4947,,previous,JJ,O
4948,,Olympic,JJ,O
4949,,host,NN,O
4950,,city,NN,O
4951,,.,.,O
4952,Sentence: 223,The,DT,O
4953,,British,JJ,B-gpe
4954,,government,NN,O
4955,,wants,VBZ,O
4956,,to,TO,O
4957,,have,VB,O
4958,,the,DT,O
4959,,Olympic,NNP,O
4960,,budget,NN,O
4961,,finalized,VBN,O
4962,,early,RB,O
4963,,this,DT,O
4964,,year,NN,O
4965,,",",",",O
4966,,but,CC,O
4967,,costs,NNS,O
4968,,have,VBP,O
4969,,already,RB,O
4970,,risen,VBN,O
4971,,substantially,RB,O
4972,,since,IN,O
4973,,London,NNP,B-gpe
4974,,won,VBD,O
4975,,the,DT,O
4976,,bid,NN,O
4977,,in,IN,O
4978,,July,NNP,B-tim
4979,,of,IN,I-tim
4980,,2005,CD,I-tim
4981,,.,.,O
4982,Sentence: 224,A,DT,O
4983,,select,JJ,O
4984,,committee,NN,O
4985,,report,NN,O
4986,,due,JJ,O
4987,,Wednesday,NNP,B-tim
4988,,is,VBZ,O
4989,,expected,VBN,O
4990,,to,TO,O
4991,,be,VB,O
4992,,highly,RB,O
4993,,critical,JJ,O
4994,,of,IN,O
4995,,the,DT,O
4996,,government,NN,O
4997,,'s,POS,O
4998,,financing,NN,O
4999,,of,IN,O
5000,,the,DT,O
5001,,Games,NNPS,B-eve
5002,,.,.,O
5003,Sentence: 225,China,NNP,B-geo
5004,,'s,POS,O
5005,,giant,JJ,O
5006,,pandas,NNS,O
5007,,have,VBP,O
5008,,been,VBN,O
5009,,on,IN,O
5010,,endangered,JJ,O
5011,,species,NNS,O
5012,,lists,NNS,O
5013,,for,IN,O
5014,,nearly,RB,O
5015,,30,CD,O
5016,,years,NNS,O
5017,,.,.,O
5018,Sentence: 226,There,EX,O
5019,,are,VBP,O
5020,,only,RB,O
5021,,about,IN,O
5022,,"1,600",CD,O
5023,,pandas,NNS,O
5024,,still,RB,O
5025,,living,VBG,O
5026,,in,IN,O
5027,,the,DT,O
5028,,wild,NN,O
5029,,in,IN,O
5030,,China,NNP,B-geo
5031,,.,.,O
5032,Sentence: 227,One,CD,O
5033,,of,IN,O
5034,,the,DT,O
5035,,2008,CD,B-eve
5036,,Olympic,JJ,I-eve
5037,,mascots,NNS,O
5038,,is,VBZ,O
5039,,modeled,VBN,O
5040,,on,IN,O
5041,,a,DT,O
5042,,panda,NN,O
5043,,called,VBN,O
5044,,Jing,NNP,B-nat
5045,,Jing,NNP,I-nat
5046,,.,.,O
5047,Sentence: 228,Conservationists,NNS,O
5048,,hope,VBP,O
5049,,she,PRP,O
5050,,will,MD,O
5051,,help,VB,O
5052,,draw,VB,O
5053,,attention,NN,O
5054,,to,TO,O
5055,,the,DT,O
5056,,threats,NNS,O
5057,,facing,VBG,O
5058,,the,DT,O
5059,,giant,JJ,O
5060,,panda,NN,O
5061,,--,IN,O
5062,,one,CD,O
5063,,of,IN,O
5064,,China,NNP,B-gpe
5065,,'s,POS,O
5066,,national,JJ,O
5067,,symbols,NNS,O
5068,,.,.,O
5069,Sentence: 229,Sam,NNP,B-per
5070,,Beattie,NNP,I-per
5071,,reports,VBZ,O
5072,,from,IN,O
5073,,Jing,NNP,B-nat
5074,,Jing,NNP,I-nat
5075,,'s,POS,O
5076,,home,NN,O
5077,,in,IN,O
5078,,Sichuan,NNP,B-geo
5079,,province,NN,O
5080,,.,.,O
5081,Sentence: 230,British,JJ,B-gpe
5082,,defense,NN,O
5083,,officials,NNS,O
5084,,say,VBP,O
5085,,14,CD,O
5086,,British,JJ,B-gpe
5087,,military,JJ,O
5088,,personnel,NNS,O
5089,,have,VBP,O
5090,,been,VBN,O
5091,,killed,VBN,O
5092,,in,IN,O
5093,,a,DT,O
5094,,crash,NN,O
5095,,of,IN,O
5096,,a,DT,O
5097,,NATO,NNP,B-org
5098,,aircraft,NN,O
5099,,in,IN,O
5100,,southern,JJ,O
5101,,Afghanistan,NNP,B-geo
5102,,.,.,O
5103,Sentence: 231,A,DT,O
5104,,NATO,NNP,B-org
5105,,spokesman,NN,O
5106,,says,VBZ,O
5107,,the,DT,O
5108,,aircraft,NN,O
5109,,went,VBD,O
5110,,off,IN,O
5111,,the,DT,O
5112,,radar,NN,O
5113,,and,CC,O
5114,,crashed,VBD,O
5115,,in,IN,O
5116,,an,DT,O
5117,,open,JJ,O
5118,,area,NN,O
5119,,near,IN,O
5120,,Kandahar,NNP,B-geo
5121,,Saturday,NNP,B-tim
5122,,.,.,O
5123,Sentence: 232,Officials,NNS,O
5124,,say,VBP,O
5125,,the,DT,O
5126,,aircraft,NN,O
5127,,was,VBD,O
5128,,supporting,VBG,O
5129,,a,DT,O
5130,,NATO,NNP,B-org
5131,,mission,NN,O
5132,,in,IN,O
5133,,the,DT,O
5134,,country,NN,O
5135,,'s,POS,O
5136,,south,NN,O
5137,,",",",",O
5138,,but,CC,O
5139,,there,EX,O
5140,,is,VBZ,O
5141,,no,DT,O
5142,,indication,NN,O
5143,,of,IN,O
5144,,enemy,NN,O
5145,,action,NN,O
5146,,causing,VBG,O
5147,,the,DT,O
5148,,crash,NN,O
5149,,.,.,O
5150,Sentence: 233,The,DT,O
5151,,crash,NN,O
5152,,comes,VBZ,O
5153,,as,IN,O
5154,,NATO,NNP,B-org
5155,,forces,NNS,O
5156,,launched,VBD,O
5157,,an,DT,O
5158,,offensive,NN,O
5159,,to,TO,O
5160,,drive,VB,O
5161,,Taleban,NNP,B-org
5162,,remnants,NNS,O
5163,,out,IN,O
5164,,of,IN,O
5165,,Kandahar,NNP,B-geo
5166,,.,.,O
5167,Sentence: 234,Officials,NNS,O
5168,,say,VBP,O
5169,,"""",``,O
5170,,Operation,NNP,B-eve
5171,,Medusa,NNP,I-eve
5172,,"""",``,O
5173,,is,VBZ,O
5174,,aimed,VBN,O
5175,,at,IN,O
5176,,removing,VBG,O
5177,,the,DT,O
5178,,Taleban,NNP,B-org
5179,,threat,NN,O
5180,,so,RB,O
5181,,that,IN,O
5182,,stability,NN,O
5183,,",",",",O
5184,,reconstruction,NN,O
5185,,and,CC,O
5186,,development,NN,O
5187,,can,MD,O
5188,,be,VB,O
5189,,achieved,VBN,O
5190,,in,IN,O
5191,,the,DT,O
5192,,area,NN,O
5193,,.,.,O
5194,Sentence: 235,Sri,NNP,B-geo
5195,,Lankan,NNP,B-gpe
5196,,authorities,NNS,O
5197,,say,VBP,O
5198,,a,DT,O
5199,,prominent,JJ,O
5200,,Tamil,NNP,B-org
5201,,journalist,NN,O
5202,,was,VBD,O
5203,,found,VBN,O
5204,,shot,VBN,O
5205,,dead,JJ,O
5206,,Friday,NNP,B-tim
5207,,in,IN,O
5208,,Colombo,NNP,B-geo
5209,,",",",",O
5210,,hours,NNS,O
5211,,after,IN,O
5212,,he,PRP,O
5213,,was,VBD,O
5214,,abducted,VBN,O
5215,,by,IN,O
5216,,several,JJ,O
5217,,attackers,NNS,O
5218,,as,IN,O
5219,,he,PRP,O
5220,,left,VBD,O
5221,,a,DT,O
5222,,restaurant,NN,O
5223,,.,.,O
5224,Sentence: 236,Dharmeratnam,NNP,B-per
5225,,Sivaram,NNP,I-per
5226,,was,VBD,O
5227,,a,DT,O
5228,,board,NN,O
5229,,member,NN,O
5230,,of,IN,O
5231,,the,DT,O
5232,,pro-rebel,JJ,O
5233,,TamilNet,NNP,B-org
5234,,Web,NNP,B-art
5235,,site,NN,O
5236,,and,CC,O
5237,,a,DT,O
5238,,columnist,NN,O
5239,,for,IN,O
5240,,Sri,NNP,B-gpe
5241,,Lanka,NNP,I-gpe
5242,,'s,POS,O
5243,,english,NNP,B-art
5244,,newspaper,NN,O
5245,,",",",",O
5246,,the,DT,O
5247,,Daily,NNP,B-art
5248,,Mirror,NNP,I-art
5249,,.,.,O
5250,Sentence: 237,Mr.,NNP,B-per
5251,,Sivaram,NNP,I-per
5252,,'s,POS,O
5253,,Web,NNP,B-art
5254,,site,NN,O
5255,,became,VBD,O
5256,,popular,JJ,O
5257,,for,IN,O
5258,,ongoing,JJ,O
5259,,reports,NNS,O
5260,,on,IN,O
5261,,the,DT,O
5262,,Sri,NNP,B-org
5263,,Lankan,NNP,B-geo
5264,,civil,JJ,O
5265,,war,NN,O
5266,,and,CC,O
5267,,was,VBD,O
5268,,a,DT,O
5269,,prominent,JJ,O
5270,,supporter,NN,O
5271,,of,IN,O
5272,,the,DT,O
5273,,Tamil,NNP,B-org
5274,,Tiger,NNP,I-org
5275,,rebel,NN,O
5276,,movement,NN,O
5277,,.,.,O
5278,Sentence: 238,Mr.,NNP,B-per
5279,,Sivaram,NNP,I-per
5280,,",",",",O
5281,,who,WP,O
5282,,was,VBD,O
5283,,also,RB,O
5284,,brutally,RB,O
5285,,attacked,VBN,O
5286,,in,IN,O
5287,,2001,CD,B-tim
5288,,",",",",O
5289,,was,VBD,O
5290,,found,VBN,O
5291,,near,IN,O
5292,,a,DT,O
5293,,lake,NN,O
5294,,gagged,VBN,O
5295,,with,IN,O
5296,,gunshot,NN,O
5297,,wounds,NNS,O
5298,,to,TO,O
5299,,the,DT,O
5300,,head,NN,O
5301,,.,.,O
5302,Sentence: 239,No,DT,O
5303,,one,NN,O
5304,,claimed,VBD,O
5305,,responsibility,NN,O
5306,,for,IN,O
5307,,the,DT,O
5308,,killing,NN,O
5309,,.,.,O
5310,Sentence: 240,Japan,NNP,B-gpe
5311,,and,CC,O
5312,,North,NNP,B-gpe
5313,,Korea,NNP,I-gpe
5314,,say,VBP,O
5315,,they,PRP,O
5316,,are,VBP,O
5317,,considering,VBG,O
5318,,a,DT,O
5319,,resumption,NN,O
5320,,of,IN,O
5321,,bilateral,JJ,O
5322,,talks,NNS,O
5323,,as,IN,O
5324,,part,NN,O
5325,,of,IN,O
5326,,efforts,NNS,O
5327,,to,TO,O
5328,,normalize,VB,O
5329,,relations,NNS,O
5330,,.,.,O
5331,Sentence: 241,Japanese,JJ,B-gpe
5332,,media,NNS,O
5333,,reported,VBD,O
5334,,Monday,NNP,B-tim
5335,,that,IN,O
5336,,the,DT,O
5337,,two,CD,O
5338,,countries,NNS,O
5339,,hope,VBP,O
5340,,to,TO,O
5341,,arrange,VB,O
5342,,to,TO,O
5343,,hold,VB,O
5344,,the,DT,O
5345,,talks,NNS,O
5346,,in,IN,O
5347,,Beijing,NNP,B-geo
5348,,in,IN,O
5349,,early,JJ,O
5350,,November,NNP,B-tim
5351,,.,.,O
5352,Sentence: 242,The,DT,O
5353,,talks,NNS,O
5354,,could,MD,O
5355,,come,VB,O
5356,,before,IN,O
5357,,six-party,JJ,O
5358,,talks,NNS,O
5359,,on,IN,O
5360,,North,NNP,B-gpe
5361,,Korea,NNP,I-gpe
5362,,'s,POS,O
5363,,nuclear,JJ,O
5364,,ambitions,NNS,O
5365,,resume,VBP,O
5366,,.,.,O
5367,Sentence: 243,Japan,NNP,B-gpe
5368,,and,CC,O
5369,,North,NNP,B-gpe
5370,,Korea,NNP,I-gpe
5371,,have,VBP,O
5372,,not,RB,O
5373,,had,VBN,O
5374,,formal,JJ,O
5375,,bilateral,JJ,O
5376,,talks,NNS,O
5377,,for,IN,O
5378,,about,RB,O
5379,,a,DT,O
5380,,year,NN,O
5381,,.,.,O
5382,Sentence: 244,Tokyo,NNP,B-gpe
5383,,and,CC,O
5384,,Pyongyang,NNP,B-gpe
5385,,are,VBP,O
5386,,at,IN,O
5387,,odds,NNS,O
5388,,over,IN,O
5389,,North,NNP,B-gpe
5390,,Korea,NNP,I-gpe
5391,,'s,POS,O
5392,,nuclear,JJ,O
5393,,weapons,NNS,O
5394,,program,NN,O
5395,,and,CC,O
5396,,the,DT,O
5397,,North,NNP,B-gpe
5398,,'s,POS,O
5399,,kidnapping,NN,O
5400,,of,IN,O
5401,,Japanese,JJ,B-gpe
5402,,citizens,NNS,O
5403,,in,IN,O
5404,,the,DT,O
5405,,1970s,NNS,B-tim
5406,,and,CC,O
5407,,1980s,NNS,B-tim
5408,,.,.,O
5409,Sentence: 245,A,DT,O
5410,,human,JJ,O
5411,,rights,NNS,O
5412,,group,NN,O
5413,,has,VBZ,O
5414,,accused,VBN,O
5415,,coalition,NN,O
5416,,forces,NNS,O
5417,,in,IN,O
5418,,Iraq,NNP,B-geo
5419,,of,IN,O
5420,,failing,VBG,O
5421,,to,TO,O
5422,,secure,VB,O
5423,,evidence,NN,O
5424,,considered,VBN,O
5425,,vital,JJ,O
5426,,to,TO,O
5427,,the,DT,O
5428,,upcoming,JJ,O
5429,,war,NN,O
5430,,crimes,NNS,O
5431,,trial,NN,O
5432,,of,IN,O
5433,,former,JJ,O
5434,,Iraqi,JJ,B-gpe
5435,,leader,NN,O
5436,,Saddam,NNP,B-per
5437,,Hussein,NNP,I-per
5438,,.,.,O
5439,Sentence: 246,Human,NNP,B-org
5440,,Rights,NNP,I-org
5441,,Watch,NNP,I-org
5442,,",",",",O
5443,,in,IN,O
5444,,a,DT,O
5445,,report,NN,O
5446,,released,VBN,O
5447,,Thursday,NNP,B-tim
5448,,",",",",O
5449,,said,VBD,O
5450,,coalition,NN,O
5451,,forces,NNS,O
5452,,failed,VBD,O
5453,,to,TO,O
5454,,stop,VB,O
5455,,people,NNS,O
5456,,from,IN,O
5457,,stealing,VBG,O
5458,,thousands,NNS,O
5459,,of,IN,O
5460,,Iraqi,JJ,B-gpe
5461,,government,NN,O
5462,,documents,NNS,O
5463,,in,IN,O
5464,,the,DT,O
5465,,months,NNS,O
5466,,after,IN,O
5467,,the,DT,O
5468,,2003,CD,B-tim
5469,,invasion,NN,O
